# slot_index,mcs,tbs_bytes,needs_retx,retx_count,harq_id
260,5,2280,0,0,4
261,5,2280,0,0,5
262,5,2280,1,1,6
263,5,2280,0,0,7
264,5,2280,0,0,0
265,0,712,0,0,1
266,0,712,0,0,2
267,10,4584,1,3,3
268,0,712,0,0,4
269,0,712,1,2,5
270,0,712,0,0,6
271,5,2280,0,0,7
272,0,712,0,0,0
273,5,2280,0,0,1
274,5,2280,1,1,2
275,0,712,1,3,3
276,0,712,0,0,4
277,0,712,0,0,5
278,0,712,1,3,6
279,0,712,0,0,7
280,0,712,0,0,0
281,5,2280,0,0,1
282,5,2280,0,0,2
283,5,2280,0,0,3
284,5,2280,0,0,4
285,5,2280,0,0,5
286,5,2280,1,1,6
287,5,2280,1,2,7
288,5,2280,0,0,0
289,5,2280,0,0,1
290,5,2280,0,0,2
291,5,2280,0,0,3
292,5,2280,1,1,4
293,5,2280,0,0,5
294,10,4584,0,0,6
295,10,4584,0,0,7
296,10,4584,0,0,0
297,10,4584,0,0,1
298,15,7992,0,0,2
299,10,4584,0,0,3
300,15,7992,0,0,4
301,15,7992,0,0,5
302,15,7992,0,0,6
303,15,7992,0,0,7
304,15,7992,0,0,0
305,15,7992,0,0,1
306,15,7992,0,0,2
307,20,14112,0,0,3
308,15,7992,1,3,4
309,20,14112,0,0,5
310,20,14112,0,0,6
311,20,14112,0,0,7
312,15,7992,0,0,0
313,25,21384,0,0,1
314,25,21384,0,0,2
315,20,14112,0,0,3
316,25,21384,0,0,4
317,25,21384,0,0,5
318,20,14112,0,0,6
319,20,14112,0,0,7
320,20,14112,0,0,0
321,25,21384,0,0,1
322,20,14112,0,0,2
323,20,14112,0,0,3
324,25,21384,0,0,4
325,20,14112,0,0,5
326,25,21384,0,0,6
327,28,25456,0,0,7
328,25,21384,0,0,0
329,20,14112,0,0,1
330,20,14112,0,0,2
331,25,21384,0,0,3
332,20,14112,0,0,4
333,20,14112,0,0,5
334,20,14112,0,0,6
335,15,7992,0,0,7
336,20,14112,0,0,0
337,20,14112,0,0,1
338,20,14112,0,0,2
339,20,14112,0,0,3
340,20,14112,0,0,4
341,15,7992,0,0,5
342,15,7992,0,0,6
343,20,14112,0,0,7
344,15,7992,0,0,0
345,15,7992,0,0,1
346,15,7992,0,0,2
347,15,7992,0,0,3
348,15,7992,0,0,4
349,15,7992,0,0,5
350,10,4584,0,0,6
351,10,4584,0,0,7
352,15,7992,0,0,0
353,10,4584,0,0,1
354,10,4584,0,0,2
355,10,4584,0,0,3
356,15,7992,1,1,4
357,10,4584,0,0,5
358,10,4584,0,0,6
359,10,4584,0,0,7
360,5,2280,1,1,0
361,10,4584,0,0,1
362,5,2280,1,2,2
363,5,2280,1,1,3
364,5,2280,0,0,4
365,0,712,0,0,5
366,0,712,0,0,6
367,5,2280,0,0,7
368,5,2280,0,0,0
369,5,2280,1,3,1
370,5,2280,0,0,2
371,5,2280,1,3,3
372,0,712,0,0,4
373,0,712,0,0,5
374,0,712,1,2,6
375,5,2280,1,1,7
376,5,2280,0,0,0
377,5,2280,0,0,1
378,5,2280,1,3,2
379,0,712,1,1,3
380,0,712,0,0,4
381,0,712,0,0,5
382,5,2280,1,2,6
383,0,712,1,2,7
384,5,2280,0,0,0
385,5,2280,0,0,1
386,5,2280,0,0,2
387,0,712,0,0,3
388,5,2280,1,1,4
389,5,2280,0,0,5
390,5,2280,1,2,6
391,5,2280,0,0,7
392,5,2280,1,3,0
393,10,4584,0,0,1
394,10,4584,1,2,2
395,10,4584,0,0,3
396,10,4584,0,0,4
397,15,7992,0,0,5
398,10,4584,0,0,6
399,15,7992,0,0,7
400,15,7992,0,0,0
401,10,4584,0,0,1
402,15,7992,0,0,2
403,15,7992,0,0,3
404,20,14112,0,0,4
405,15,7992,0,0,5
406,20,14112,0,0,6
407,15,7992,0,0,7
408,20,14112,0,0,0
409,15,7992,0,0,1
410,20,14112,0,0,2
411,20,14112,0,0,3
412,15,7992,0,0,4
413,20,14112,0,0,5
414,20,14112,0,0,6
415,20,14112,0,0,7
416,20,14112,0,0,0
417,20,14112,0,0,1
418,25,21384,0,0,2
419,20,14112,0,0,3
420,20,14112,0,0,4
421,25,21384,0,0,5
422,25,21384,0,0,6
423,25,21384,0,0,7
424,20,14112,0,0,0
425,25,21384,0,0,1
426,20,14112,0,0,2
427,28,25456,0,0,3
428,25,21384,0,0,4
429,20,14112,0,0,5
430,20,14112,0,0,6
431,20,14112,0,0,7
432,20,14112,0,0,0
433,25,21384,0,0,1
434,20,14112,0,0,2
435,20,14112,0,0,3
436,20,14112,0,0,4
437,20,14112,0,0,5
438,20,14112,0,0,6
439,20,14112,0,0,7
440,15,7992,0,0,0
441,20,14112,0,0,1
442,20,14112,0,0,2
443,20,14112,0,0,3
444,15,7992,0,0,4
445,15,7992,1,2,5
446,20,14112,0,0,6
447,15,7992,0,0,7
448,10,4584,0,0,0
449,15,7992,0,0,1
450,10,4584,0,0,2
451,10,4584,0,0,3
452,10,4584,0,0,4
453,10,4584,0,0,5
454,15,7992,1,1,6
455,10,4584,1,1,7
456,5,2280,0,0,0
457,10,4584,0,0,1
458,10,4584,0,0,2
459,5,2280,1,2,3
460,0,712,0,0,4
461,5,2280,0,0,5
462,5,2280,0,0,6
463,5,2280,0,0,7
464,5,2280,0,0,0
465,5,2280,0,0,1
466,5,2280,0,0,2
467,0,712,0,0,3
468,0,712,0,0,4
469,0,712,0,0,5
470,5,2280,0,0,6
471,5,2280,0,0,7
472,0,712,0,0,0
473,5,2280,0,0,1
474,5,2280,0,0,2
475,0,712,0,0,3
476,0,712,0,0,4
477,5,2280,1,1,5
478,5,2280,0,0,6
479,5,2280,0,0,7
480,5,2280,0,0,0
481,5,2280,0,0,1
482,5,2280,1,2,2
483,5,2280,0,0,3
484,0,712,1,3,4
485,5,2280,0,0,5
486,5,2280,1,3,6
487,5,2280,0,0,7
488,10,4584,1,3,0
489,5,2280,1,2,1
490,5,2280,1,2,2
491,10,4584,1,2,3
492,5,2280,1,1,4
493,10,4584,1,3,5
494,10,4584,0,0,6
495,10,4584,1,2,7
496,10,4584,1,1,0
497,10,4584,1,3,1
498,15,7992,0,0,2
499,10,4584,0,0,3
500,15,7992,1,3,4
501,15,7992,0,0,5
502,15,7992,0,0,6
503,10,4584,0,0,7
504,15,7992,0,0,0
505,15,7992,0,0,1
506,20,14112,0,0,2
507,15,7992,0,0,3
508,20,14112,1,1,4
509,20,14112,0,0,5
510,20,14112,0,0,6
511,20,14112,0,0,7
512,20,14112,0,0,0
513,20,14112,0,0,1
514,20,14112,0,0,2
515,20,14112,0,0,3
516,20,14112,0,0,4
517,20,14112,0,0,5
518,20,14112,1,3,6
519,20,14112,0,0,7
520,28,25456,0,0,0
521,20,14112,0,0,1
522,25,21384,0,0,2
523,25,21384,0,0,3
524,28,25456,0,0,4
525,20,14112,0,0,5
526,20,14112,0,0,6
527,20,14112,0,0,7
528,20,14112,1,3,0
529,20,14112,0,0,1
530,25,21384,0,0,2
531,20,14112,0,0,3
532,20,14112,0,0,4
533,25,21384,0,0,5
534,20,14112,0,0,6
535,20,14112,0,0,7
536,25,21384,0,0,0
537,20,14112,0,0,1
538,20,14112,0,0,2
539,15,7992,0,0,3
540,20,14112,0,0,4
541,20,14112,0,0,5
542,20,14112,0,0,6
543,15,7992,0,0,7
544,15,7992,0,0,0
545,15,7992,0,0,1
546,10,4584,0,0,2
547,15,7992,0,0,3
548,10,4584,1,1,4
549,15,7992,1,3,5
550,10,4584,0,0,6
551,10,4584,0,0,7
552,10,4584,0,0,0
553,10,4584,0,0,1
554,10,4584,0,0,2
555,10,4584,0,0,3
556,10,4584,0,0,4
557,5,2280,1,2,5
558,5,2280,0,0,6
559,5,2280,0,0,7
560,5,2280,0,0,0
561,5,2280,0,0,1
562,5,2280,1,1,2
563,5,2280,1,1,3
564,5,2280,1,2,4
565,5,2280,0,0,5
566,5,2280,0,0,6
567,5,2280,0,0,7
568,5,2280,0,0,0
569,5,2280,1,1,1
570,0,712,0,0,2
571,5,2280,0,0,3
572,0,712,0,0,4
573,0,712,0,0,5
574,0,712,0,0,6
575,0,712,1,1,7
576,0,712,0,0,0
577,5,2280,0,0,1
578,0,712,0,0,2
579,5,2280,1,1,3
580,5,2280,1,2,4
581,5,2280,0,0,5
582,5,2280,0,0,6
583,0,712,0,0,7
584,0,712,0,0,0
585,5,2280,0,0,1
586,5,2280,0,0,2
587,5,2280,0,0,3
588,5,2280,0,0,4
589,10,4584,0,0,5
590,5,2280,0,0,6
591,5,2280,0,0,7
592,5,2280,0,0,0
593,5,2280,1,1,1
594,10,4584,0,0,2
595,10,4584,0,0,3
596,10,4584,1,1,4
597,15,7992,0,0,5
598,10,4584,0,0,6
599,10,4584,0,0,7
600,15,7992,0,0,0
601,15,7992,0,0,1
602,15,7992,0,0,2
603,15,7992,1,3,3
604,15,7992,0,0,4
605,15,7992,0,0,5
606,15,7992,0,0,6
607,15,7992,0,0,7
608,15,7992,1,1,0
609,15,7992,0,0,1
610,20,14112,0,0,2
611,15,7992,0,0,3
612,25,21384,0,0,4
613,20,14112,0,0,5
614,20,14112,0,0,6
615,20,14112,0,0,7
616,20,14112,0,0,0
617,20,14112,0,0,1
618,20,14112,0,0,2
619,20,14112,0,0,3
620,20,14112,0,0,4
621,25,21384,0,0,5
622,20,14112,0,0,6
623,20,14112,0,0,7
624,25,21384,0,0,0
625,25,21384,0,0,1
626,25,21384,0,0,2
627,20,14112,0,0,3
628,20,14112,0,0,4
629,20,14112,0,0,5
630,20,14112,0,0,6
631,20,14112,0,0,7
632,25,21384,0,0,0
633,20,14112,0,0,1
634,25,21384,0,0,2
635,20,14112,0,0,3
636,20,14112,0,0,4
637,25,21384,0,0,5
638,20,14112,0,0,6
639,20,14112,0,0,7
640,20,14112,0,0,0
641,20,14112,0,0,1
642,15,7992,1,1,2
643,20,14112,0,0,3
644,15,7992,0,0,4
645,15,7992,0,0,5
646,15,7992,0,0,6
647,15,7992,0,0,7
648,10,4584,1,1,0
649,15,7992,1,2,1
650,10,4584,0,0,2
651,15,7992,0,0,3
652,15,7992,0,0,4
653,15,7992,0,0,5
654,10,4584,0,0,6
655,10,4584,0,0,7
656,5,2280,0,0,0
657,5,2280,0,0,1
658,10,4584,0,0,2
659,5,2280,1,2,3
660,5,2280,0,0,4
661,5,2280,0,0,5
662,5,2280,0,0,6
663,0,712,0,0,7
664,5,2280,0,0,0
665,5,2280,0,0,1
666,5,2280,1,3,2
667,5,2280,0,0,3
668,0,712,1,2,4
669,5,2280,0,0,5
670,5,2280,0,0,6
671,0,712,1,1,7
672,10,4584,0,0,0
673,0,712,0,0,1
674,0,712,0,0,2
675,0,712,0,0,3
676,5,2280,0,0,4
677,0,712,1,1,5
678,5,2280,0,0,6
679,5,2280,0,0,7
680,0,712,0,0,0
681,5,2280,1,2,1
682,5,2280,0,0,2
683,0,712,0,0,3
684,0,712,0,0,4
685,5,2280,1,3,5
686,5,2280,0,0,6
687,5,2280,0,0,7
688,5,2280,0,0,0
689,5,2280,1,1,1
690,5,2280,0,0,2
691,5,2280,0,0,3
692,5,2280,0,0,4
693,10,4584,0,0,5
694,10,4584,0,0,6
695,10,4584,0,0,7
696,5,2280,0,0,0
697,10,4584,0,0,1
698,10,4584,0,0,2
699,15,7992,0,0,3
700,10,4584,0,0,4
701,10,4584,1,2,5
702,15,7992,0,0,6
703,15,7992,0,0,7
704,15,7992,0,0,0
705,15,7992,1,2,1
706,15,7992,1,2,2
707,15,7992,0,0,3
708,15,7992,1,3,4
709,20,14112,0,0,5
710,20,14112,0,0,6
711,15,7992,1,3,7
712,20,14112,0,0,0
713,20,14112,0,0,1
714,20,14112,1,2,2
715,20,14112,0,0,3
716,25,21384,0,0,4
717,20,14112,0,0,5
718,20,14112,0,0,6
719,20,14112,0,0,7
720,25,21384,0,0,0
721,25,21384,0,0,1
722,20,14112,0,0,2
723,20,14112,0,0,3
724,25,21384,0,0,4
725,25,21384,0,0,5
726,25,21384,0,0,6
727,20,14112,0,0,7
728,20,14112,0,0,0
729,20,14112,0,0,1
730,20,14112,0,0,2
731,20,14112,0,0,3
732,20,14112,0,0,4
733,20,14112,0,0,5
734,20,14112,0,0,6
735,20,14112,0,0,7
736,20,14112,0,0,0
737,20,14112,0,0,1
738,20,14112,0,0,2
739,20,14112,0,0,3
740,20,14112,0,0,4
741,15,7992,0,0,5
742,15,7992,0,0,6
743,20,14112,0,0,7
744,20,14112,0,0,0
745,20,14112,0,0,1
746,15,7992,0,0,2
747,15,7992,1,3,3
748,15,7992,0,0,4
749,15,7992,0,0,5
750,15,7992,1,1,6
751,10,4584,0,0,7
752,10,4584,1,1,0
753,10,4584,1,3,1
754,10,4584,0,0,2
755,10,4584,0,0,3
756,10,4584,1,2,4
757,10,4584,0,0,5
758,10,4584,0,0,6
759,5,2280,0,0,7
760,5,2280,0,0,0
761,5,2280,0,0,1
762,5,2280,1,1,2
763,10,4584,0,0,3
764,5,2280,1,3,4
765,5,2280,1,2,5
766,5,2280,0,0,6
767,5,2280,0,0,7
768,0,712,0,0,0
769,5,2280,0,0,1
770,5,2280,0,0,2
771,0,712,1,1,3
772,5,2280,1,2,4
773,5,2280,0,0,5
774,0,712,0,0,6
775,0,712,0,0,7
776,0,712,0,0,0
777,5,2280,0,0,1
778,5,2280,0,0,2
779,0,712,0,0,3
780,5,2280,0,0,4
781,0,712,1,1,5
782,10,4584,0,0,6
783,5,2280,0,0,7
784,5,2280,0,0,0
785,0,712,1,1,1
786,5,2280,0,0,2
787,5,2280,1,1,3
788,5,2280,0,0,4
789,5,2280,1,1,5
790,5,2280,0,0,6
791,10,4584,0,0,7
792,5,2280,1,2,0
793,10,4584,0,0,1
794,10,4584,0,0,2
795,5,2280,0,0,3
796,10,4584,1,1,4
797,15,7992,1,1,5
798,5,2280,1,2,6
799,10,4584,1,2,7
800,15,7992,0,0,0
801,15,7992,0,0,1
802,15,7992,0,0,2
803,15,7992,0,0,3
804,15,7992,0,0,4
805,10,4584,0,0,5
806,15,7992,1,3,6
807,10,4584,0,0,7
808,15,7992,1,3,0
809,15,7992,1,2,1
810,20,14112,0,0,2
811,20,14112,0,0,3
812,20,14112,0,0,4
813,20,14112,0,0,5
814,25,21384,0,0,6
815,20,14112,0,0,7
816,20,14112,0,0,0
817,25,21384,0,0,1
818,20,14112,0,0,2
819,20,14112,0,0,3
820,20,14112,0,0,4
821,20,14112,1,1,5
822,25,21384,0,0,6
823,20,14112,0,0,7
824,25,21384,0,0,0
825,20,14112,0,0,1
826,20,14112,0,0,2
827,20,14112,0,0,3
828,20,14112,0,0,4
829,20,14112,0,0,5
830,20,14112,1,2,6
831,20,14112,0,0,7
832,20,14112,0,0,0
833,25,21384,0,0,1
834,20,14112,0,0,2
835,28,25456,0,0,3
836,20,14112,0,0,4
837,20,14112,0,0,5
838,20,14112,0,0,6
839,20,14112,0,0,7
840,15,7992,0,0,0
841,20,14112,0,0,1
842,15,7992,0,0,2
843,15,7992,0,0,3
844,15,7992,0,0,4
845,15,7992,0,0,5
846,15,7992,0,0,6
847,15,7992,0,0,7
848,15,7992,0,0,0
849,10,4584,0,0,1
850,10,4584,1,2,2
851,10,4584,0,0,3
852,10,4584,0,0,4
853,10,4584,0,0,5
854,10,4584,0,0,6
855,10,4584,1,3,7
856,10,4584,0,0,0
857,10,4584,0,0,1
858,5,2280,0,0,2
859,10,4584,0,0,3
860,10,4584,1,2,4
861,10,4584,0,0,5
862,5,2280,0,0,6
863,5,2280,1,2,7
864,5,2280,0,0,0
865,5,2280,0,0,1
866,0,712,0,0,2
867,0,712,0,0,3
868,0,712,0,0,4
869,5,2280,0,0,5
870,5,2280,0,0,6
871,0,712,0,0,7
872,0,712,1,1,0
873,0,712,0,0,1
874,0,712,1,2,2
875,0,712,1,2,3
876,5,2280,1,2,4
877,5,2280,1,3,5
878,0,712,1,3,6
879,5,2280,0,0,7
880,0,712,0,0,0
881,0,712,1,2,1
882,5,2280,0,0,2
883,0,712,1,3,3
884,5,2280,0,0,4
885,5,2280,0,0,5
886,5,2280,1,3,6
887,5,2280,0,0,7
888,5,2280,0,0,0
889,5,2280,0,0,1
890,5,2280,0,0,2
891,5,2280,1,3,3
892,10,4584,0,0,4
893,10,4584,0,0,5
894,5,2280,0,0,6
895,5,2280,0,0,7
896,15,7992,0,0,0
897,10,4584,0,0,1
898,10,4584,0,0,2
899,10,4584,0,0,3
900,15,7992,0,0,4
901,15,7992,0,0,5
902,20,14112,0,0,6
903,10,4584,0,0,7
904,15,7992,0,0,0
905,15,7992,0,0,1
906,15,7992,0,0,2
907,20,14112,0,0,3
908,20,14112,0,0,4
909,20,14112,0,0,5
910,15,7992,0,0,6
911,20,14112,0,0,7
912,20,14112,0,0,0
913,20,14112,0,0,1
914,15,7992,0,0,2
915,15,7992,0,0,3
916,20,14112,1,3,4
917,20,14112,0,0,5
918,25,21384,0,0,6
919,28,25456,0,0,7
920,25,21384,0,0,0
921,25,21384,0,0,1
922,25,21384,0,0,2
923,20,14112,1,3,3
924,25,21384,0,0,4
925,25,21384,0,0,5
926,20,14112,0,0,6
927,20,14112,0,0,7
928,20,14112,0,0,0
929,25,21384,0,0,1
930,20,14112,0,0,2
931,28,25456,0,0,3
932,20,14112,0,0,4
933,20,14112,0,0,5
934,25,21384,0,0,6
935,20,14112,0,0,7
936,20,14112,0,0,0
937,20,14112,0,0,1
938,20,14112,0,0,2
939,20,14112,0,0,3
940,20,14112,0,0,4
941,25,21384,0,0,5
942,20,14112,0,0,6
943,15,7992,0,0,7
944,15,7992,1,3,0
945,15,7992,0,0,1
946,20,14112,0,0,2
947,15,7992,0,0,3
948,10,4584,0,0,4
949,10,4584,0,0,5
950,15,7992,0,0,6
951,10,4584,0,0,7
952,15,7992,1,3,0
953,10,4584,0,0,1
954,10,4584,1,3,2
955,10,4584,0,0,3
956,10,4584,1,3,4
957,10,4584,0,0,5
958,10,4584,1,3,6
959,5,2280,1,1,7
960,5,2280,0,0,0
961,5,2280,0,0,1
962,5,2280,0,0,2
963,0,712,0,0,3
964,5,2280,0,0,4
965,0,712,0,0,5
966,5,2280,0,0,6
967,5,2280,0,0,7
968,5,2280,1,3,0
969,5,2280,0,0,1
970,5,2280,1,3,2
971,5,2280,1,3,3
972,0,712,0,0,4
973,0,712,0,0,5
974,5,2280,0,0,6
975,5,2280,0,0,7
976,0,712,1,3,0
977,5,2280,0,0,1
978,5,2280,1,3,2
979,5,2280,0,0,3
980,5,2280,0,0,4
981,0,712,0,0,5
982,0,712,0,0,6
983,5,2280,1,1,7
984,5,2280,0,0,0
985,5,2280,0,0,1
986,5,2280,0,0,2
987,5,2280,0,0,3
988,10,4584,0,0,4
989,5,2280,0,0,5
990,5,2280,1,3,6
991,10,4584,1,1,7
992,5,2280,0,0,0
993,10,4584,0,0,1
994,10,4584,1,1,2
995,10,4584,0,0,3
996,10,4584,0,0,4
997,10,4584,0,0,5
998,10,4584,1,2,6
999,10,4584,0,0,7
